question_id,question_text,options_json
40587,"
<p><span style=""background-color:rgb(255,255,255);color:rgb(39,50,57);"">Which of the following is FALSE about references in C++?</span></p>
","[{""id"": 166300, ""text"": ""\n<p><span style=\""background-color:transparent;color:#000000;\""><strong>References cannot be NULL</strong></span></p>\n""}, {""id"": 166301, ""text"": ""\n<p><span style=\""background-color:transparent;color:#000000;\""><strong>A reference must be initialized when declared</strong></span></p>\n""}, {""id"": 166302, ""text"": ""\n<p><span style=\""background-color:transparent;color:#000000;\""><strong>Once a reference is created, it cannot be later made to reference another object; it cannot be reset.</strong></span></p>\n""}, {""id"": 166303, ""text"": ""\n<p><span style=\""background-color:transparent;color:#000000;\""><strong>References cannot refer to constant value</strong></span></p>\n""}]"
40588,"
<p><span style=""background-color:rgb(255,255,255);color:rgb(58,58,58);"">Pick the correct statement about references.</span></p>
","[{""id"": 166304, ""text"": ""\n<p><span style=\""background-color:rgb(255,255,255);color:rgb(58,58,58);\"">References can be assigned value NULL</span></p>\n""}, {""id"": 166305, ""text"": ""\n<p><span style=\""background-color:rgb(255,255,255);color:rgb(58,58,58);\"">References once assigned cannot be changed to refer another variable</span></p>\n""}, {""id"": 166306, ""text"": ""\n<p><span style=\""background-color:rgb(255,255,255);color:rgb(58,58,58);\"">Reference should not be initialized when created</span></p>\n""}, {""id"": 166307, ""text"": ""\n<p><span style=\""background-color:rgb(255,255,255);color:rgb(58,58,58);\"">Reference is the same as pointers</span></p>\n""}]"
40589,"
<p><span style=""background-color:rgb(255,255,255);color:rgb(58,58,58);"">Which of the following operator is used while declaring references?</span></p>
","[{""id"": 166308, ""text"": ""\n<p><span style=\""background-color:rgb(255,255,255);color:rgb(58,58,58);\"">*</span></p>\n""}, {""id"": 166309, ""text"": ""\n<p><span style=\""background-color:rgb(255,255,255);color:rgb(58,58,58);\"">&amp;</span></p>\n""}, {""id"": 166310, ""text"": ""\n<p>@</p>\n""}, {""id"": 166311, ""text"": ""\n<p><span style=\""background-color:rgb(255,255,255);color:rgb(58,58,58);\"">-&gt;</span></p>\n""}]"
40590,"<p dir=""ltr""><span>Which of the following statement(s) is/are correct?</span></p>","[{""id"": 166312, ""text"": ""<p dir=\""ltr\""><span>* operator is used to declare a reference</span></p>""}, {""id"": 166313, ""text"": ""<p dir=\""ltr\""><span>A reference variable defined to refer a particular variable can refer to any other variable also</span></p>""}, {""id"": 166314, ""text"": ""<p dir=\""ltr\""><span>References must always be initialized inside classes</span></p>""}, {""id"": 166315, ""text"": ""<p dir=\""ltr\""><span>A variable can have more than one references</span></p>""}]"
40591,"<p dir=""ltr""><span>What will be the output of the following C++ code?</span></p><gfg-tabs data-run-ide=""false"">
        <gfg-tab slot=""tab"">C++</gfg-tab>
        <gfg-panel slot=""panel"" data-code-lang=""cpp"">
        <code class=""language-cpp""><div class=highlight><pre><span></span><span class=cp>#include</span><span class=w> </span><span class=cpf>&lt;iostream&gt;</span>
<span class=cp>#include</span><span class=w> </span><span class=cpf>&lt;string&gt;</span>
<span class=cp>#include</span><span class=w> </span><span class=cpf>&lt;cstdlib&gt;</span>

<span class=k>using</span><span class=w> </span><span class=k>namespace</span><span class=w> </span><span class=nn>std</span><span class=p>;</span>

<span class=kt>int</span><span class=w> </span><span class=nf>main</span><span class=p>(</span><span class=kt>int</span><span class=w> </span><span class=n>argc</span><span class=p>,</span><span class=w> </span><span class=kt>char</span><span class=w> </span><span class=k>const</span><span class=w> </span><span class=o>*</span><span class=n>argv</span><span class=p>[])</span>
<span class=p>{</span>
<span class=w>    </span><span class=kt>int</span><span class=w> </span><span class=o>&amp;</span><span class=n>q</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=mi>5</span><span class=p>;</span>
<span class=w>    </span><span class=n>cout</span><span class=o>&lt;&lt;</span><span class=n>q</span><span class=p>;</span>
<span class=w>    </span><span class=k>return</span><span class=w> </span><span class=mi>0</span><span class=p>;</span>
<span class=p>}</span>
</pre></div></code>
        </gfg-panel>
    </gfg-tabs>","[{""id"": 166316, ""text"": ""<p><span>5</span></p>""}, {""id"": 166317, ""text"": ""<p><span>10</span></p>""}, {""id"": 166318, ""text"": ""<p dir=\""ltr\""><span>Segmentation fault</span></p>""}, {""id"": 166319, ""text"": ""<p dir=\""ltr\""><span>Compile-time error</span></p>""}]"
40592,"<p dir=""ltr""><span>What will be the output of the following C++ code?</span></p><gfg-tabs data-run-ide=""false"">
        <gfg-tab slot=""tab"">C++</gfg-tab>
        <gfg-panel slot=""panel"" data-code-lang=""cpp"">
        <code class=""language-cpp""><div class=highlight><pre><span></span><span class=cp>#include</span><span class=w> </span><span class=cpf>&lt;iostream&gt;</span>
<span class=cp>#include</span><span class=w> </span><span class=cpf>&lt;string&gt;</span>
<span class=cp>#include</span><span class=w> </span><span class=cpf>&lt;cstdlib&gt;</span>
<span class=w> </span>
<span class=k>using</span><span class=w> </span><span class=k>namespace</span><span class=w> </span><span class=nn>std</span><span class=p>;</span>
<span class=w> </span>
<span class=kt>int</span><span class=w> </span><span class=nf>main</span><span class=p>(</span><span class=kt>int</span><span class=w> </span><span class=n>argc</span><span class=p>,</span><span class=w> </span><span class=kt>char</span><span class=w> </span><span class=k>const</span><span class=w> </span><span class=o>*</span><span class=n>argv</span><span class=p>[])</span>
<span class=p>{</span>
<span class=w>    </span><span class=kt>int</span><span class=w> </span><span class=n>a</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=mi>5</span><span class=p>;</span>
<span class=w>    </span><span class=kt>int</span><span class=w> </span><span class=o>*</span><span class=n>p</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=o>&amp;</span><span class=n>a</span><span class=p>;</span>
<span class=w>    </span><span class=kt>int</span><span class=w> </span><span class=o>*</span><span class=p>(</span><span class=o>&amp;</span><span class=n>q</span><span class=p>)</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=n>p</span><span class=p>;</span>
<span class=w>    </span><span class=n>cout</span><span class=o>&lt;&lt;</span><span class=n>q</span><span class=p>;</span>
<span class=w>    </span><span class=k>return</span><span class=w> </span><span class=mi>0</span><span class=p>;</span>
<span class=p>}</span>
</pre></div></code>
        </gfg-panel>
    </gfg-tabs><p><span>&nbsp;</span></p>","[{""id"": 166320, ""text"": ""<p><span>5</span></p>""}, {""id"": 166321, ""text"": ""<p dir=\""ltr\""><span>Address of variable a</span></p>""}, {""id"": 166322, ""text"": ""<p dir=\""ltr\""><span>Address of pointer p</span></p>""}, {""id"": 166323, ""text"": ""<p dir=\""ltr\""><span>Error</span></p>""}]"
40683,"<p dir=""ltr""><b><strong>What will be the output of the following program?</strong></b></p><gfg-tabs data-run-ide=""false"">
        <gfg-tab slot=""tab"">C++</gfg-tab>
        <gfg-panel slot=""panel"" data-code-lang=""cpp"">
        <code class=""language-cpp""><div class=highlight><pre><span></span><span class=cp>#include</span><span class=w> </span><span class=cpf>&lt;iostream&gt;</span>
<span class=k>using</span><span class=w> </span><span class=k>namespace</span><span class=w> </span><span class=nn>std</span><span class=p>;</span>
<span class=kt>int</span><span class=w> </span><span class=nf>main</span><span class=p>()</span>
<span class=p>{</span>
<span class=w>    </span><span class=kt>int</span><span class=w> </span><span class=n>a</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=mi>32</span><span class=p>,</span><span class=w> </span><span class=o>*</span><span class=n>ptr</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=o>&amp;</span><span class=n>a</span><span class=p>;</span>
<span class=w>    </span><span class=kt>char</span><span class=w> </span><span class=n>ch</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=sc>&#39;A&#39;</span><span class=p>,</span><span class=w> </span><span class=o>&amp;</span><span class=n>cho</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=n>ch</span><span class=p>;</span>
<span class=w>    </span><span class=n>cho</span><span class=w> </span><span class=o>+=</span><span class=w> </span><span class=n>a</span><span class=p>;</span>
<span class=w>    </span><span class=o>*</span><span class=n>ptr</span><span class=w> </span><span class=o>+=</span><span class=w> </span><span class=n>ch</span><span class=p>;</span>
<span class=w>    </span><span class=n>cout</span><span class=w> </span><span class=o>&lt;&lt;</span><span class=w> </span><span class=n>a</span><span class=w> </span><span class=o>&lt;&lt;</span><span class=w> </span><span class=s>&quot;, &quot;</span><span class=w> </span><span class=o>&lt;&lt;</span><span class=w> </span><span class=n>ch</span><span class=w> </span><span class=o>&lt;&lt;</span><span class=w> </span><span class=n>endl</span><span class=p>;</span>
<span class=w>    </span><span class=k>return</span><span class=w> </span><span class=mi>0</span><span class=p>;</span>
<span class=p>}</span>
</pre></div></code>
        </gfg-panel>
    </gfg-tabs>","[{""id"": 166647, ""text"": ""<p dir=\""ltr\""><span>32, A</span></p>""}, {""id"": 166648, ""text"": ""<p dir=\""ltr\""><span>32, a</span></p>""}, {""id"": 166649, ""text"": ""<p dir=\""ltr\""><span>129, a</span></p>""}, {""id"": 166650, ""text"": ""<p dir=\""ltr\""><span>129, A</span></p>""}]"
40684,"<p dir=""ltr""><b><strong>What will be the output of the following program?</strong></b></p><gfg-tabs data-run-ide=""false"">
        <gfg-tab slot=""tab"">C++</gfg-tab>
        <gfg-panel slot=""panel"" data-code-lang=""cpp"">
        <code class=""language-cpp""><div class=highlight><pre><span></span><span class=cp>#include</span><span class=w> </span><span class=cpf>&lt;iostream&gt;</span>
<span class=k>using</span><span class=w> </span><span class=k>namespace</span><span class=w> </span><span class=nn>std</span><span class=p>;</span>
<span class=kt>int</span><span class=w> </span><span class=nf>main</span><span class=p>()</span>
<span class=p>{</span>
<span class=w>    </span><span class=k>const</span><span class=w> </span><span class=kt>int</span><span class=w> </span><span class=n>i</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=mi>20</span><span class=p>;</span>
<span class=w>    </span><span class=k>const</span><span class=w> </span><span class=kt>int</span><span class=o>*</span><span class=w> </span><span class=k>const</span><span class=w> </span><span class=n>ptr</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=o>&amp;</span><span class=n>i</span><span class=p>;</span>
<span class=w>    </span><span class=p>(</span><span class=o>*</span><span class=n>ptr</span><span class=p>)</span><span class=o>++</span><span class=p>;</span>
<span class=w>    </span><span class=kt>int</span><span class=w> </span><span class=n>j</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=mi>15</span><span class=p>;</span>
<span class=w>    </span><span class=n>ptr</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=o>&amp;</span><span class=n>j</span><span class=p>;</span>
<span class=w>    </span><span class=n>cout</span><span class=w> </span><span class=o>&lt;&lt;</span><span class=w> </span><span class=n>i</span><span class=p>;</span>
<span class=w>    </span><span class=k>return</span><span class=w> </span><span class=mi>0</span><span class=p>;</span>
<span class=p>}</span>
</pre></div></code>
        </gfg-panel>
    </gfg-tabs><p><br></p>","[{""id"": 166651, ""text"": ""<p><span>20</span></p>""}, {""id"": 166652, ""text"": ""<p><span>21</span></p>""}, {""id"": 166653, ""text"": ""<p><span>15</span></p>""}, {""id"": 166654, ""text"": ""<p dir=\""ltr\""><span>Compile error</span></p>""}]"
40685,"<p dir=""ltr""><b><strong>What will be the output of the following program?</strong></b></p><gfg-tabs data-run-ide=""false"">
        <gfg-tab slot=""tab"">C++</gfg-tab>
        <gfg-panel slot=""panel"" data-code-lang=""cpp"">
        <code class=""language-cpp""><div class=highlight><pre><span></span><span class=cp>#include</span><span class=w> </span><span class=cpf>&lt;iostream&gt;</span>
<span class=k>using</span><span class=w> </span><span class=k>namespace</span><span class=w> </span><span class=nn>std</span><span class=p>;</span>
<span class=kt>int</span><span class=w> </span><span class=nf>main</span><span class=p>()</span>
<span class=p>{</span>
<span class=w>    </span><span class=kt>int</span><span class=w> </span><span class=n>arr</span><span class=p>[]</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=p>{</span><span class=w> </span><span class=mi>4</span><span class=p>,</span><span class=w> </span><span class=mi>5</span><span class=p>,</span><span class=w> </span><span class=mi>6</span><span class=p>,</span><span class=w> </span><span class=mi>7</span><span class=w> </span><span class=p>};</span>
<span class=w>    </span><span class=kt>int</span><span class=o>*</span><span class=w> </span><span class=n>p</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=p>(</span><span class=n>arr</span><span class=w> </span><span class=o>+</span><span class=w> </span><span class=mi>1</span><span class=p>);</span>
<span class=w>    </span><span class=n>cout</span><span class=w> </span><span class=o>&lt;&lt;</span><span class=w> </span><span class=o>*</span><span class=n>arr</span><span class=w> </span><span class=o>+</span><span class=w> </span><span class=mi>10</span><span class=p>;</span>
<span class=w>    </span><span class=k>return</span><span class=w> </span><span class=mi>0</span><span class=p>;</span>
<span class=p>}</span>
</pre></div></code>
        </gfg-panel>
    </gfg-tabs><p><span>
</span></p>","[{""id"": 166655, ""text"": ""<p><span>12</span></p>""}, {""id"": 166656, ""text"": ""<p><span>15</span></p>""}, {""id"": 166657, ""text"": ""<p><span>14</span></p>""}, {""id"": 166658, ""text"": ""<p dir=\""ltr\""><span>error</span></p>""}]"
40686,"<p dir=""ltr""><b><strong>What is the output of the following C++ program?</strong></b><span>&nbsp;&nbsp;</span></p><gfg-tabs data-run-ide=""false"">
        <gfg-tab slot=""tab"">C++</gfg-tab>
        <gfg-panel slot=""panel"" data-code-lang=""cpp"">
        <code class=""language-cpp""><div class=highlight><pre><span></span><span class=cp>#include</span><span class=w> </span><span class=cpf>&lt;iostream&gt;</span>
<span class=k>using</span><span class=w> </span><span class=k>namespace</span><span class=w> </span><span class=nn>std</span><span class=p>;</span>
<span class=kt>int</span><span class=o>*</span><span class=w> </span><span class=nf>reverse</span><span class=p>(</span><span class=kt>int</span><span class=o>*</span><span class=p>);</span>
<span class=kt>int</span><span class=w> </span><span class=nf>main</span><span class=p>()</span>
<span class=p>{</span>
<span class=w>    </span><span class=kt>int</span><span class=w> </span><span class=n>x</span><span class=p>[</span><span class=mi>5</span><span class=p>]</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=p>{</span><span class=w> </span><span class=mi>1</span><span class=p>,</span><span class=w> </span><span class=mi>2</span><span class=p>,</span><span class=w> </span><span class=mi>3</span><span class=p>,</span><span class=w> </span><span class=mi>4</span><span class=p>,</span><span class=w> </span><span class=mi>5</span><span class=w> </span><span class=p>};</span>
<span class=w>    </span><span class=kt>int</span><span class=w> </span><span class=n>i</span><span class=p>,</span><span class=w> </span><span class=o>*</span><span class=n>p</span><span class=p>;</span>
<span class=w>    </span><span class=c1>// exchange values</span>
<span class=w>    </span><span class=n>p</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=n>reverse</span><span class=p>(</span><span class=n>x</span><span class=p>);</span>
<span class=w>    </span><span class=c1>// output the array x</span>
<span class=w>    </span><span class=k>for</span><span class=w> </span><span class=p>(</span><span class=n>i</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=mi>0</span><span class=p>;</span><span class=w> </span><span class=n>i</span><span class=w> </span><span class=o>&lt;</span><span class=w> </span><span class=mi>5</span><span class=p>;</span><span class=w> </span><span class=n>i</span><span class=o>++</span><span class=p>)</span>
<span class=w>     </span><span class=n>cout</span><span class=w> </span><span class=o>&lt;&lt;</span><span class=w> </span><span class=o>*</span><span class=p>(</span><span class=n>p</span><span class=w> </span><span class=o>+</span><span class=w> </span><span class=n>i</span><span class=p>)</span><span class=w> </span><span class=o>&lt;&lt;</span><span class=w> </span><span class=s>&quot; &quot;</span><span class=p>;</span>
<span class=w>    </span><span class=k>return</span><span class=w> </span><span class=mi>0</span><span class=p>;</span>
<span class=w>    </span><span class=p>}</span>
<span class=w>    </span><span class=kt>int</span><span class=o>*</span><span class=w> </span><span class=nf>reverse</span><span class=p>(</span><span class=kt>int</span><span class=o>*</span><span class=w> </span><span class=n>p</span><span class=p>)</span>
<span class=w>    </span><span class=p>{</span>
<span class=w>    </span><span class=kt>int</span><span class=w> </span><span class=n>i</span><span class=p>;</span>
<span class=w>    </span><span class=c1>// exchange values</span>
<span class=w>    </span><span class=k>for</span><span class=w> </span><span class=p>(</span><span class=n>i</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=mi>0</span><span class=p>;</span><span class=w> </span><span class=n>i</span><span class=w> </span><span class=o>&lt;</span><span class=w> </span><span class=mi>2</span><span class=p>;</span><span class=w> </span><span class=n>i</span><span class=o>++</span><span class=p>)</span><span class=w> </span><span class=p>{</span>
<span class=w>     </span><span class=kt>int</span><span class=w> </span><span class=n>temp</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=o>*</span><span class=p>(</span><span class=n>p</span><span class=w> </span><span class=o>+</span><span class=w> </span><span class=n>i</span><span class=p>);</span>
<span class=w>     </span><span class=o>*</span><span class=p>(</span><span class=n>p</span><span class=w> </span><span class=o>+</span><span class=w> </span><span class=n>i</span><span class=p>)</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=o>*</span><span class=p>(</span><span class=n>p</span><span class=w> </span><span class=o>+</span><span class=w> </span><span class=mi>4</span><span class=w> </span><span class=o>-</span><span class=w> </span><span class=n>i</span><span class=p>);</span>
<span class=w>     </span><span class=o>*</span><span class=p>(</span><span class=n>p</span><span class=w> </span><span class=o>+</span><span class=w> </span><span class=mi>4</span><span class=w> </span><span class=o>-</span><span class=w> </span><span class=n>i</span><span class=p>)</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=n>temp</span><span class=p>;</span>
<span class=p>}</span>
<span class=w>    </span><span class=k>return</span><span class=w> </span><span class=n>p</span><span class=p>;</span>
<span class=p>}</span>
</pre></div></code>
        </gfg-panel>
    </gfg-tabs><p><br></p>","[{""id"": 166659, ""text"": ""<p><span>1 2 3 4 5&nbsp;</span></p>""}, {""id"": 166660, ""text"": ""<p dir=\""ltr\""><span>Address of the elements</span></p>""}, {""id"": 166661, ""text"": ""<p dir=\""ltr\""><span>run time error&nbsp;</span></p>""}, {""id"": 166662, ""text"": ""<p dir=\""ltr\""><span>None of the mentioned&nbsp;</span></p>""}]"
40687,"
<p><span style=""background-color:rgb(255,255,255);color:rgb(58,58,58);"">The operator used for dereferencing or indirection is ....</span></p>
","[{""id"": 166663, ""text"": ""\n<p><span style=\""background-color:rgb(255,255,255);color:rgb(58,58,58);\"">*</span></p>\n""}, {""id"": 166664, ""text"": ""\n<p><span style=\""background-color:rgb(255,255,255);color:rgb(58,58,58);\"">&amp;</span></p>\n""}, {""id"": 166665, ""text"": ""\n<p><span style=\""background-color:rgb(255,255,255);color:rgb(58,58,58);\"">-&gt;</span></p>\n""}, {""id"": 166666, ""text"": ""\n<p><span style=\""background-color:rgb(255,255,255);color:rgb(58,58,58);\"">\u2013&gt;&gt;</span></p>\n""}]"
40688,"<p dir=""ltr""><span>Which of the following is NOT correct?</span></p>","[{""id"": 166667, ""text"": ""<p dir=\""ltr\""><span>int *ip;</span></p>""}, {""id"": 166668, ""text"": ""<p dir=\""ltr\""><span>string s, *sp = 0;</span></p>""}, {""id"": 166669, ""text"": ""<p dir=\""ltr\""><span>int *pi = 0;</span></p>""}, {""id"": 166670, ""text"": ""<p dir=\""ltr\""><span>int i; double* dp = &amp;i;</span></p>""}]"
40689,"<p dir=""ltr""><b><strong>What will be the output of the following program?</strong></b></p><gfg-tabs data-run-ide=""false"">
        <gfg-tab slot=""tab"">C++</gfg-tab>
        <gfg-panel slot=""panel"" data-code-lang=""cpp"">
        <code class=""language-cpp""><div class=highlight><pre><span></span><span class=cp>#include</span><span class=w> </span><span class=cpf>&lt;iostream&gt;</span>
<span class=k>using</span><span class=w> </span><span class=k>namespace</span><span class=w> </span><span class=nn>std</span><span class=p>;</span>
<span class=kt>int</span><span class=w> </span><span class=nf>main</span><span class=p>()</span>
<span class=p>{</span>
<span class=w>    </span><span class=kt>int</span><span class=w> </span><span class=n>num</span><span class=p>[</span><span class=mi>5</span><span class=p>];</span>
<span class=w>    </span><span class=kt>int</span><span class=o>*</span><span class=w> </span><span class=n>p</span><span class=p>;</span>
<span class=w>    </span><span class=n>p</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=n>num</span><span class=p>;</span>
<span class=w>    </span><span class=o>*</span><span class=n>p</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=mi>10</span><span class=p>;</span>
<span class=w>    </span><span class=n>p</span><span class=o>++</span><span class=p>;</span>
<span class=w>    </span><span class=o>*</span><span class=n>p</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=mi>20</span><span class=p>;</span>
<span class=w>    </span><span class=n>p</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=o>&amp;</span><span class=n>num</span><span class=p>[</span><span class=mi>2</span><span class=p>];</span>
<span class=w>    </span><span class=o>*</span><span class=n>p</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=mi>30</span><span class=p>;</span>
<span class=w>    </span><span class=n>p</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=n>num</span><span class=w> </span><span class=o>+</span><span class=w> </span><span class=mi>3</span><span class=p>;</span>
<span class=w>    </span><span class=o>*</span><span class=n>p</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=mi>40</span><span class=p>;</span>
<span class=w>    </span><span class=n>p</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=n>num</span><span class=p>;</span>
<span class=w>    </span><span class=o>*</span><span class=p>(</span><span class=n>p</span><span class=w> </span><span class=o>+</span><span class=w> </span><span class=mi>4</span><span class=p>)</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=mi>50</span><span class=p>;</span>
<span class=w>    </span><span class=k>for</span><span class=w> </span><span class=p>(</span><span class=kt>int</span><span class=w> </span><span class=n>i</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=mi>0</span><span class=p>;</span><span class=w> </span><span class=n>i</span><span class=w> </span><span class=o>&lt;</span><span class=w> </span><span class=mi>5</span><span class=p>;</span><span class=w> </span><span class=n>i</span><span class=o>++</span><span class=p>)</span>
<span class=w>     </span><span class=n>cout</span><span class=w> </span><span class=o>&lt;&lt;</span><span class=w> </span><span class=n>num</span><span class=p>[</span><span class=n>i</span><span class=p>]</span><span class=w> </span><span class=o>&lt;&lt;</span><span class=w> </span><span class=s>&quot;, &quot;</span><span class=p>;</span>
<span class=w>    </span><span class=k>return</span><span class=w> </span><span class=mi>0</span><span class=p>;</span>
<span class=p>}</span>
</pre></div></code>
        </gfg-panel>
    </gfg-tabs>","[{""id"": 166671, ""text"": ""<p><span>10, 20, 30, 40, 50,</span></p>""}, {""id"": 166672, ""text"": ""<p><span>10, 20, 30, 50, 40</span></p>""}, {""id"": 166673, ""text"": ""<p><span>10, 30, 20, 40, 50</span></p>""}, {""id"": 166674, ""text"": ""<p dir=\""ltr\""><span>runtime error</span></p>""}]"
40690,"
<p><span style=""background-color:rgb(255,255,255);color:rgb(21,44,91);""><strong>Which one of the following is not a possible state for a pointer.</strong></span></p>

","[{""id"": 166675, ""text"": ""\n<p><span style=\""background-color:rgb(255,255,255);color:rgba(37,38,94,0.7);\"">hold the address of the specific object</span></p>\n""}, {""id"": 166676, ""text"": ""\n<p><span style=\""background-color:rgb(255,255,255);color:rgba(37,38,94,0.7);\"">point one past the end of an object</span></p>\n""}, {""id"": 166677, ""text"": ""\n<p><span style=\""background-color:rgb(255,255,255);color:rgba(37,38,94,0.7);\"">zero</span></p>\n""}, {""id"": 166678, ""text"": ""\n<p><span style=\""background-color:rgb(255,255,255);color:rgba(37,38,94,0.7);\"">point to a type</span></p>\n""}]"
40691,"<p dir=""ltr""><span>What will be the output of the following C++ code?</span></p><gfg-tabs data-run-ide=""false"">
        <gfg-tab slot=""tab"">C++</gfg-tab>
        <gfg-panel slot=""panel"" data-code-lang=""cpp"">
        <code class=""language-cpp""><div class=highlight><pre><span></span><span class=cp>#include</span><span class=w> </span><span class=cpf>&lt;iostream&gt;</span>
<span class=k>using</span><span class=w> </span><span class=k>namespace</span><span class=w> </span><span class=nn>std</span><span class=p>;</span>

<span class=kt>int</span><span class=w> </span><span class=nf>main</span><span class=p>()</span><span class=w> </span><span class=p>{</span>
<span class=w>    </span><span class=kt>char</span><span class=w> </span><span class=n>arr</span><span class=p>[</span><span class=mi>20</span><span class=p>];</span>
<span class=w>    </span><span class=kt>int</span><span class=w> </span><span class=n>i</span><span class=p>;</span>
<span class=w>    </span><span class=k>for</span><span class=w> </span><span class=p>(</span><span class=n>i</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=mi>0</span><span class=p>;</span><span class=w> </span><span class=n>i</span><span class=w> </span><span class=o>&lt;</span><span class=w> </span><span class=mi>8</span><span class=p>;</span><span class=w> </span><span class=n>i</span><span class=o>++</span><span class=p>)</span>
<span class=w>        </span><span class=o>*</span><span class=p>(</span><span class=n>arr</span><span class=w> </span><span class=o>+</span><span class=w> </span><span class=n>i</span><span class=p>)</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=mi>65</span><span class=w> </span><span class=o>+</span><span class=w> </span><span class=n>i</span><span class=p>;</span>
<span class=w>    </span><span class=o>*</span><span class=p>(</span><span class=n>arr</span><span class=w> </span><span class=o>+</span><span class=w> </span><span class=n>i</span><span class=p>)</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=sc>&#39;\0&#39;</span><span class=p>;</span>
<span class=w>    </span><span class=n>cout</span><span class=w> </span><span class=o>&lt;&lt;</span><span class=w> </span><span class=n>arr</span><span class=p>;</span>

<span class=w>    </span><span class=k>return</span><span class=w> </span><span class=mi>0</span><span class=p>;</span>
<span class=p>}</span>
</pre></div></code>
        </gfg-panel>
    </gfg-tabs><p><br></p>","[{""id"": 166679, ""text"": ""<p dir=\""ltr\""><span>ABCDEFGHIJ</span></p>""}, {""id"": 166680, ""text"": ""<p dir=\""ltr\""><span>ABCDEFGH</span></p>""}, {""id"": 166681, ""text"": ""<p dir=\""ltr\""><span>ABCDEF</span></p>""}, {""id"": 166682, ""text"": ""<p dir=\""ltr\""><span>AAAAAAJJJJ</span></p>""}]"
40692,"<p dir=""ltr""><b><strong>What will be the output of the following C++ code?</strong></b></p><gfg-tabs data-run-ide=""false"">
        <gfg-tab slot=""tab"">C++</gfg-tab>
        <gfg-panel slot=""panel"" data-code-lang=""cpp"">
        <code class=""language-cpp""><div class=highlight><pre><span></span><span class=cp>#include</span><span class=w> </span><span class=cpf>&lt;iostream&gt;</span>
<span class=k>using</span><span class=w> </span><span class=k>namespace</span><span class=w> </span><span class=nn>std</span><span class=p>;</span>
<span class=kt>int</span><span class=w> </span><span class=nf>main</span><span class=p>()</span><span class=w> </span><span class=p>{</span>
<span class=w>   </span><span class=kt>int</span><span class=w> </span><span class=n>arr</span><span class=p>[]</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=p>{</span><span class=mi>4</span><span class=p>,</span><span class=w> </span><span class=mi>5</span><span class=p>,</span><span class=w> </span><span class=mi>6</span><span class=p>,</span><span class=w> </span><span class=mi>7</span><span class=p>};</span>
<span class=w>   </span><span class=kt>int</span><span class=w> </span><span class=o>*</span><span class=n>p</span><span class=w> </span><span class=o>=</span><span class=w> </span><span class=p>(</span><span class=n>arr</span><span class=w> </span><span class=o>+</span><span class=w> </span><span class=mi>1</span><span class=p>);</span>
<span class=w>   </span><span class=n>cout</span><span class=w> </span><span class=o>&lt;&lt;</span><span class=w> </span><span class=o>*</span><span class=n>p</span><span class=p>;</span>
<span class=w>   </span><span class=k>return</span><span class=w> </span><span class=mi>0</span><span class=p>;</span>
<span class=p>}</span>
</pre></div></code>
        </gfg-panel>
    </gfg-tabs><p><br></p>","[{""id"": 166683, ""text"": ""<p><span>4</span></p>""}, {""id"": 166684, ""text"": ""<p><span>5</span></p>""}, {""id"": 166685, ""text"": ""<p><span>6</span></p>""}, {""id"": 166686, ""text"": ""<p><span>7</span></p>""}]"
